name,description,minutes,tags,steps,ingredients,Calories,Protein,Fat,Sugar,Sodium,Iron,Vitamin C,Cholesterol,Trans Fat,Calcium
Tandoori Chicken,A delicious dish made with Rice and other ingredients.,43,"General,Recipe,Vegetarian,Low Fat","Prepare the Pasta., Prepare the Eggs., Prepare the Eggs., Prepare the Pasta., Prepare the Pasta.","Pasta, Eggs, Basil",341,29,7,14,712,0.36,100,143,4.16,236
Egg Drop Soup,A delicious dish made with Tortillas and other ingredients.,46,"General,Recipe","Prepare the Cocoa powder., Prepare the Tortillas., Prepare the Beef., Prepare the Beef., Prepare the Chicken.","Chicken, Tortillas, Beef, Cocoa powder",510,17,24,8,1179,3.03,66,147,9.26,617
Beef Enchiladas,A delicious dish made with Caesar dressing and other ingredients.,50,"General,Recipe,Low Fat","Prepare the Chicken., Prepare the Chicken., Prepare the Chicken., Prepare the Chicken., Prepare the Caesar dressing.","Caesar dressing, Chicken, Croutons",436,25,11,27,1244,0.4,14,43,9.2,855
Burrito Bowl,A delicious dish made with Parmesan cheese and other ingredients.,28,"General,Recipe,Quick","Prepare the Onions., Prepare the Chicken., Prepare the Butter., Prepare the Chicken., Prepare the Chicken.","Chicken, Rice, Butter, Onions",338,41,17,20,515,3.52,49,225,6.87,697
Seafood Linguine,A delicious dish made with Shrimp and other ingredients.,55,"General,Recipe,Vegetarian,Low Fat","Prepare the Vegetable broth., Prepare the Carrots., Prepare the Eggs., Prepare the Carrots., Prepare the Eggs.","Vegetable broth, Eggs, Carrots",607,44,5,10,170,4.88,52,191,7.64,456
Fish and Chips,A delicious dish made with Tomatoes and other ingredients.,38,"General,Recipe","Prepare the Broccoli., Prepare the Cocoa powder., Prepare the Coconut milk., Prepare the Broccoli., Prepare the Cocoa powder.","Pork, Coconut milk, Cocoa powder, Broccoli",735,19,21,27,481,2.24,46,159,1.82,795
Caprese Salad,A delicious dish made with Eggs and other ingredients.,51,"General,Recipe,Low Fat","Prepare the Shrimp., Prepare the Cilantro., Prepare the Cilantro., Prepare the Chicken., Prepare the Shrimp.","Butter, Chicken, Cilantro, Shrimp",666,46,1,20,1384,2.59,96,110,9.55,261
Buffalo Wings,A delicious dish made with Balsamic vinegar and other ingredients.,19,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Flour., Prepare the Flour., Prepare the Croutons., Prepare the Onions., Prepare the Croutons.","Croutons, Garlic, Flour, Onions, Cumin",648,24,10,25,1388,0.22,21,20,4.18,124
Fettuccine Alfredo,A delicious dish made with Basil and other ingredients.,53,"General,Recipe,Vegetarian","Prepare the Broccoli., Prepare the Rosemary., Prepare the Thyme., Prepare the Thyme., Prepare the Cocoa powder.","Thyme, Rosemary, Broccoli, Cocoa powder",587,49,33,13,311,3.16,71,35,0.04,966
Spinach Salad,A delicious dish made with Flour and other ingredients.,48,"General,Recipe","Prepare the Garlic., Prepare the Garlic., Prepare the Pork., Prepare the Pork., Prepare the Pasta.","Garlic, Pork, Pasta",758,40,24,0,1304,2.11,77,140,7.76,75
Sausage and Peppers,A delicious dish made with Lemon and other ingredients.,31,"General,Recipe","Prepare the Croutons., Prepare the Sugar., Prepare the Sugar., Prepare the Eggs., Prepare the Beef.","Beef, Eggs, Croutons, Sugar",433,5,30,17,1180,3.61,22,111,7.54,198
Teriyaki Chicken,A delicious dish made with Pork and other ingredients.,37,"General,Recipe,Vegetarian","Prepare the Parmesan cheese., Prepare the Cheese., Prepare the Parmesan cheese., Prepare the Cheese., Prepare the Cheese.","Cheese, Olive oil, Parmesan cheese",473,17,26,30,1449,0.66,34,134,6.92,504
Chicken Marsala,A delicious dish made with Rice and other ingredients.,42,"General,Recipe,Vegetarian","Prepare the Garlic., Prepare the Cocoa powder., Prepare the Parmesan cheese., Prepare the Garlic., Prepare the Garlic.","Cocoa powder, Bell peppers, Garlic, Parmesan cheese",354,14,16,28,353,1.0,4,52,1.63,618
Pork Tenderloin,A delicious dish made with Cumin and other ingredients.,17,"General,Recipe,Quick,Vegetarian","Prepare the Broccoli., Prepare the Broccoli., Prepare the Broccoli., Prepare the Rosemary., Prepare the Ginger.","Broccoli, Rosemary, Ginger",470,41,18,25,997,2.94,26,83,7.43,900
Beef Meatballs,A delicious dish made with Chili powder and other ingredients.,35,"General,Recipe,Vegetarian","Prepare the Tortillas., Prepare the Cilantro., Prepare the Tortillas., Prepare the Tortillas., Prepare the Spinach.","Tortillas, Cilantro, Spinach",386,16,25,17,142,4.17,83,222,6.34,322
Sushi Bowl,A delicious dish made with Sugar and other ingredients.,44,"General,Recipe,Vegetarian","Prepare the Pasta., Prepare the Olive oil., Prepare the Basil., Prepare the Olive oil., Prepare the Olive oil.","Broccoli, Bell peppers, Basil, Coconut milk, Pasta, Olive oil",595,38,19,30,28,3.89,27,195,8.5,564
Nicoise Salad,A delicious dish made with Broccoli and other ingredients.,47,"General,Recipe","Prepare the Cilantro., Prepare the Cilantro., Prepare the Cilantro., Prepare the Cilantro., Prepare the Tomatoes.","Tomatoes, Cilantro, Beef",510,27,19,20,582,2.37,74,169,8.52,857
Bangers and Mash,A delicious dish made with Basil and other ingredients.,42,"General,Recipe,Vegetarian","Prepare the Butter., Prepare the Thyme., Prepare the Spinach., Prepare the Thyme., Prepare the Cilantro.","Thyme, Butter, Spinach, Cilantro",356,19,21,4,970,0.48,90,223,4.0,606
Beef and Broccoli,A delicious dish made with Pasta and other ingredients.,45,"General,Recipe,Vegetarian","Prepare the Rice., Prepare the Olive oil., Prepare the Rice., Prepare the Sugar., Prepare the Soy sauce.","Shrimp, Sugar, Soy sauce, Olive oil, Rice",370,32,16,12,443,4.37,2,21,2.89,493
Chicken Katsu,A delicious dish made with Caesar dressing and other ingredients.,46,"General,Recipe,Vegetarian","Prepare the Lemon., Prepare the Lemon., Prepare the Cumin., Prepare the Flour., Prepare the Flour.","Lemon, Cumin, Pepper, Flour, Salt",258,50,33,3,437,1.99,76,89,5.89,737
Vegetable Curry,A delicious dish made with Cocoa powder and other ingredients.,18,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Vegetable broth., Prepare the Vegetable broth., Prepare the Pepper., Prepare the Balsamic vinegar., Prepare the Balsamic vinegar.","Balsamic vinegar, Pepper, Vegetable broth",184,47,4,5,1173,2.0,96,143,9.55,348
Eggplant Rollatini,A delicious dish made with Croutons and other ingredients.,53,"General,Recipe,Vegetarian","Prepare the Garlic., Prepare the Tortillas., Prepare the Tortillas., Prepare the Salt., Prepare the Cocoa powder.","Cocoa powder, Soy sauce, Salt, Garlic, Tortillas",229,37,40,28,1306,3.05,14,283,5.71,67
Chili Mac,A delicious dish made with Chicken and other ingredients.,28,"General,Recipe,Quick,Vegetarian","Prepare the Balsamic vinegar., Prepare the Onions., Prepare the Olive oil., Prepare the Balsamic vinegar., Prepare the Onions.","Olive oil, Balsamic vinegar, Onions, Coconut milk, Tortillas",774,34,20,11,1205,4.39,82,196,6.96,435
Quinoa Salad,A delicious dish made with Bell peppers and other ingredients.,28,"General,Recipe,Quick,Low Fat","Prepare the Thyme., Prepare the Thyme., Prepare the Pork., Prepare the Onions., Prepare the Onions.","Lemon, Pork, Pepper, Onions, Thyme",566,14,10,4,29,1.21,64,253,9.85,727
Grilled Shrimp,A delicious dish made with Flour and other ingredients.,52,"General,Recipe","Prepare the Onions., Prepare the Pork., Prepare the Rosemary., Prepare the Pork., Prepare the Beef.","Rosemary, Spinach, Pepper, Onions, Pork, Beef",515,49,27,28,454,4.78,100,131,4.24,802
Tuna Salad,A delicious dish made with Balsamic vinegar and other ingredients.,26,"General,Recipe,Quick,Vegetarian","Prepare the Coconut milk., Prepare the Ginger., Prepare the Eggs., Prepare the Eggs., Prepare the Eggs.","Coconut milk, Eggs, Ginger, Chili powder",218,34,17,15,62,2.93,74,42,8.28,80
Potato Salad,A delicious dish made with Rice and other ingredients.,43,"General,Recipe,Vegetarian","Prepare the Cheese., Prepare the Tomatoes., Prepare the Tomatoes., Prepare the Eggs., Prepare the Tomatoes.","Cheese, Tomatoes, Eggs",697,12,28,15,90,1.77,49,206,8.4,693
Stuffed Zucchini,A delicious dish made with Chili powder and other ingredients.,30,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Sugar., Prepare the Sugar., Prepare the Sugar., Prepare the Broccoli., Prepare the Salt.","Broccoli, Sugar, Salt",458,37,4,20,588,0.55,79,194,7.17,622
Pasta Primavera,A delicious dish made with Soy sauce and other ingredients.,24,"General,Recipe,Quick,Vegetarian","Prepare the Basil., Prepare the Basil., Prepare the Pepper., Prepare the Basil., Prepare the Basil.","Spinach, Pepper, Cheese, Basil, Pasta, Salt",635,24,34,6,1483,3.76,5,232,8.02,758
Baked Salmon,A delicious dish made with Onions and other ingredients.,58,"General,Recipe","Prepare the Eggs., Prepare the Beef., Prepare the Vegetable broth., Prepare the Vegetable broth., Prepare the Broccoli.","Butter, Parmesan cheese, Broccoli, Beef, Eggs, Vegetable broth",322,44,15,19,444,4.42,53,96,3.9,53
Cinnamon Rolls,A delicious dish made with Spinach and other ingredients.,59,"General,Recipe,Vegetarian","Prepare the Shrimp., Prepare the Sugar., Prepare the Shrimp., Prepare the Sugar., Prepare the Sugar.","Sugar, Chili powder, Shrimp",420,8,24,27,1224,4.98,71,3,7.29,340
Cheeseburger Pizza,A delicious dish made with Shrimp and other ingredients.,34,"General,Recipe","Prepare the Rice., Prepare the Rice., Prepare the Tortillas., Prepare the Broccoli., Prepare the Broccoli.","Broccoli, Pork, Rice, Tortillas",467,41,19,14,516,0.65,86,82,8.66,61
Chocolate Brownies,A delicious dish made with Balsamic vinegar and other ingredients.,56,"General,Recipe,Vegetarian","Prepare the Butter., Prepare the Basil., Prepare the Balsamic vinegar., Prepare the Lettuce., Prepare the Lettuce.","Basil, Butter, Lettuce, Balsamic vinegar",687,34,35,20,1219,1.68,77,58,5.59,771
Shrimp Tacos,A delicious dish made with Bell peppers and other ingredients.,44,"General,Recipe,Vegetarian","Prepare the Butter., Prepare the Tortillas., Prepare the Butter., Prepare the Butter., Prepare the Tortillas.","Tortillas, Butter, Croutons",232,45,17,9,201,2.5,3,173,7.35,529
Chicken Korma,A delicious dish made with Butter and other ingredients.,55,"General,Recipe,Vegetarian","Prepare the Carrots., Prepare the Carrots., Prepare the Bell peppers., Prepare the Carrots., Prepare the Thyme.","Carrots, Thyme, Croutons, Bell peppers",749,13,25,25,590,0.33,5,223,1.34,464
Lemon Bars,A delicious dish made with Caesar dressing and other ingredients.,36,"General,Recipe,Vegetarian","Prepare the Olive oil., Prepare the Vegetable broth., Prepare the Cheese., Prepare the Sugar., Prepare the Cilantro.","Olive oil, Sugar, Cilantro, Cheese, Vegetable broth, Coconut milk",744,6,26,0,823,3.45,22,284,9.02,462
Mango Sticky Rice,A delicious dish made with Vegetable broth and other ingredients.,45,"General,Recipe","Prepare the Spinach., Prepare the Salt., Prepare the Lemon., Prepare the Beef., Prepare the Spinach.","Beef, Eggs, Ginger, Lemon, Spinach, Salt",696,9,28,13,551,2.09,39,38,9.15,68
Baked Potato,A delicious dish made with Balsamic vinegar and other ingredients.,20,"General,Recipe,Quick","Prepare the Pepper., Prepare the Beef., Prepare the Beef., Prepare the Shrimp., Prepare the Pork.","Beef, Pepper, Coconut milk, Shrimp, Pork, Tomatoes",408,35,29,19,490,4.67,12,217,6.11,184
Chicken Cacciatore,A delicious dish made with Pasta and other ingredients.,30,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Carrots., Prepare the Vegetable broth., Prepare the Vegetable broth., Prepare the Carrots., Prepare the Vegetable broth.","Vegetable broth, Carrots, Caesar dressing",363,37,7,18,112,4.64,47,266,6.17,274
Caprese Skewers,A delicious dish made with Shrimp and other ingredients.,40,"General,Recipe,Low Fat","Prepare the Pork., Prepare the Chili powder., Prepare the Carrots., Prepare the Chili powder., Prepare the Carrots.","Pork, Chili powder, Carrots",370,37,6,18,283,4.01,33,29,1.31,769
Garlic Bread,A delicious dish made with Pork and other ingredients.,56,"General,Recipe,Vegetarian","Prepare the Cocoa powder., Prepare the Caesar dressing., Prepare the Cocoa powder., Prepare the Caesar dressing., Prepare the Caesar dressing.","Cocoa powder, Eggs, Croutons, Caesar dressing",441,50,30,15,1396,4.15,3,77,1.19,658
Jambalaya,A delicious dish made with Cocoa powder and other ingredients.,38,"General,Recipe,Vegetarian","Prepare the Balsamic vinegar., Prepare the Ginger., Prepare the Balsamic vinegar., Prepare the Flour., Prepare the Ginger.","Flour, Balsamic vinegar, Ginger",425,5,20,20,137,3.05,77,66,3.13,820
Balsamic Chicken,A delicious dish made with Rice and other ingredients.,42,"General,Recipe,Vegetarian","Prepare the Balsamic vinegar., Prepare the Cheese., Prepare the Balsamic vinegar., Prepare the Balsamic vinegar., Prepare the Balsamic vinegar.","Garlic, Olive oil, Balsamic vinegar, Cheese",226,32,38,4,488,1.56,43,30,5.49,276
Vegetable Stir Fry,A delicious dish made with Cumin and other ingredients.,15,"Asian,Recipe,Quick,Vegetarian","Prepare the Chili powder., Prepare the Chili powder., Prepare the Onions., Prepare the Onions., Prepare the Chili powder.","Chili powder, Croutons, Basil, Parmesan cheese, Spinach, Onions",551,33,24,0,1200,4.32,88,295,9.37,521
Cranberry Sauce,A delicious dish made with Balsamic vinegar and other ingredients.,29,"General,Recipe,Quick,Vegetarian","Prepare the Rice., Prepare the Rice., Prepare the Rice., Prepare the Bell peppers., Prepare the Rice.","Onions, Bell peppers, Lettuce, Rice",175,47,32,17,86,2.23,64,208,6.55,92
Pasta Salad,A delicious dish made with Lettuce and other ingredients.,53,"General,Recipe","Prepare the Tomatoes., Prepare the Chicken., Prepare the Chicken., Prepare the Tomatoes., Prepare the Rice.","Chicken, Tomatoes, Rice",690,18,21,13,512,0.64,95,215,2.89,695
Szechuan Noodles,A delicious dish made with Balsamic vinegar and other ingredients.,16,"General,Recipe,Quick,Vegetarian","Prepare the Chili powder., Prepare the Parmesan cheese., Prepare the Carrots., Prepare the Carrots., Prepare the Shrimp.","Chili powder, Carrots, Shrimp, Parmesan cheese, Rice, Cumin",444,25,29,23,211,3.4,57,231,3.12,622
Caramel Flan,A delicious dish made with Eggs and other ingredients.,22,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Sugar., Prepare the Chili powder., Prepare the Vegetable broth., Prepare the Vegetable broth., Prepare the Vegetable broth.","Sugar, Vegetable broth, Chili powder",729,21,10,20,1327,2.46,60,228,7.3,554
Crab Cakes,A delicious dish made with Basil and other ingredients.,17,"General,Recipe,Quick,Vegetarian","Prepare the Parmesan cheese., Prepare the Parmesan cheese., Prepare the Flour., Prepare the Rice., Prepare the Parmesan cheese.","Parmesan cheese, Flour, Rice",643,45,28,15,1164,3.59,61,27,1.12,509
Beef Kebab,A delicious dish made with Balsamic vinegar and other ingredients.,59,"General,Recipe,Low Fat","Prepare the Olive oil., Prepare the Spinach., Prepare the Chicken., Prepare the Chicken., Prepare the Pasta.","Spinach, Chicken, Pasta, Olive oil",590,5,11,29,356,1.06,34,284,9.11,787
Ramen Noodles,A delicious dish made with Vegetable broth and other ingredients.,42,"General,Recipe","Prepare the Coconut milk., Prepare the Pork., Prepare the Parmesan cheese., Prepare the Coconut milk., Prepare the Coconut milk.","Coconut milk, Cumin, Parmesan cheese, Pork",643,18,19,5,654,0.89,83,278,9.93,757
Bangers and Mash,A delicious dish made with Basil and other ingredients.,46,"General,Recipe,Low Fat","Prepare the Beef., Prepare the Garlic., Prepare the Chili powder., Prepare the Croutons., Prepare the Chili powder.","Beef, Garlic, Chili powder, Tortillas, Croutons, Rice",686,42,14,7,1452,3.73,79,238,5.75,394
Chicken Tenders,A delicious dish made with Shrimp and other ingredients.,50,"General,Recipe,Vegetarian,Low Fat","Prepare the Balsamic vinegar., Prepare the Olive oil., Prepare the Butter., Prepare the Olive oil., Prepare the Rice.","Olive oil, Onions, Balsamic vinegar, Cheese, Butter, Rice",641,24,4,5,1098,0.49,67,135,3.98,464
Seafood Gumbo,A delicious dish made with Basil and other ingredients.,47,"General,Recipe","Prepare the Chicken., Prepare the Caesar dressing., Prepare the Vegetable broth., Prepare the Vegetable broth., Prepare the Vegetable broth.","Vegetable broth, Chicken, Coconut milk, Caesar dressing",291,33,40,21,123,0.69,89,229,0.36,596
Pork Schnitzel,A delicious dish made with Onions and other ingredients.,27,"General,Recipe,Quick,Vegetarian","Prepare the Soy sauce., Prepare the Vegetable broth., Prepare the Cumin., Prepare the Vegetable broth., Prepare the Soy sauce.","Vegetable broth, Broccoli, Olive oil, Soy sauce, Spinach, Cumin",621,14,28,8,1477,0.56,13,48,5.8,762
Chicken Burrito,A delicious dish made with Rosemary and other ingredients.,35,"General,Recipe,Vegetarian","Prepare the Butter., Prepare the Butter., Prepare the Pepper., Prepare the Butter., Prepare the Pepper.","Carrots, Butter, Pepper",289,9,19,13,1361,3.8,60,80,7.35,942
Chicken Shawarma,A delicious dish made with Lemon and other ingredients.,16,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Cheese., Prepare the Cheese., Prepare the Cheese., Prepare the Vegetable broth., Prepare the Cheese.","Vegetable broth, Eggs, Cheese",576,44,12,10,687,4.82,53,153,8.67,699
Spaghetti Carbonara,A delicious dish made with Cilantro and other ingredients.,15,"Italian,Recipe,Quick","Prepare the Rice., Prepare the Sugar., Prepare the Spinach., Prepare the Chicken., Prepare the Rice.","Rice, Chicken, Sugar, Parmesan cheese, Pork, Spinach",323,30,37,15,929,3.35,33,203,2.28,361
Tomato Soup,A delicious dish made with Chili powder and other ingredients.,44,"American,Recipe,Low Fat","Prepare the Soy sauce., Prepare the Soy sauce., Prepare the Soy sauce., Prepare the Soy sauce., Prepare the Cheese.","Soy sauce, Cheese, Chicken",225,7,3,21,544,0.38,41,56,4.69,206
